(written by ASE)

40 atoms
4 atom types

0.0             10.83102981  xlo xhi
0.0             10.83102981  ylo yhi
0.0             10.83102981  zlo zhi

Masses

     1      107.86819997225152 # Ag
     2      208.98039994624096 # Bi
     3      35.449999990880691 # Cl
     4      132.90545192581081 # Cs

Atoms # atomic

     1   2                       0                       0                       0
     2   2                       0      5.4155150000000001      5.4155150000000001
     3   2      5.4155150000000001                       0      5.4155150000000001
     4   2      5.4155150000000001      5.4155150000000001                       0
     5   3                  2.7422                       0                       0
     6   3      5.4155150000000001                       0      8.1577149999999996
     7   3      8.0888299999999997                       0                       0
     8   3      5.4155150000000001      8.1577149999999996                       0
     9   3      5.4155150000000001      2.6733150000000001                       0
    10   3                       0                       0      8.0888299999999997
    11   3                  2.7422      5.4155150000000001      5.4155150000000001
    12   3      5.4155150000000001      5.4155150000000001                  2.7422
    13   3      8.0888299999999997      5.4155150000000001      5.4155150000000001
    14   3      5.4155150000000001                  2.7422      5.4155150000000001
    15   3      5.4155150000000001      8.0888299999999997      5.4155150000000001
    16   3                       0      5.4155150000000001      2.6733150000000001
    17   3      8.1577149999999996                       0      5.4155150000000001
    18   3                       0                       0                  2.7422
    19   3      2.6733150000000001                       0      5.4155150000000001
    20   3                       0      8.1577149999999996      5.4155150000000001
    21   3                       0      2.6733150000000001      5.4155150000000001
    22   3      5.4155150000000001                       0      2.6733150000000001
    23   3      8.1577149999999996      5.4155150000000001                       0
    24   3                       0      5.4155150000000001      8.1577149999999996
    25   3      2.6733150000000001      5.4155150000000001                       0
    26   3                       0                  2.7422                       0
    27   3                       0      8.0888299999999997                       0
    28   3      5.4155150000000001      5.4155150000000001      8.0888299999999997
    29   4                2.707757                2.707757                8.123272
    30   4                2.707757                8.123272                8.123272
    31   4                2.707757                8.123272                2.707757
    32   4                2.707757                2.707757                2.707757
    33   4                8.123272                2.707757                2.707757
    34   4                8.123272                8.123272                2.707757
    35   4                8.123272                8.123272                8.123272
    36   4                8.123272                2.707757                8.123272
    37   1      5.4155150000000001                       0                       0
    38   1      5.4155150000000001      5.4155150000000001      5.4155150000000001
    39   1                       0                       0      5.4155150000000001
    40   1                       0      5.4155150000000001                       0
